"","step","mean_vegetation_volume","max_bird","dispersal_distance","habitat_radius","count_turtles","mean_habitat_of_patches"
"3949705",1000,2.4,9,5,4,1444.5,384.439909297052
"3950706",1000,2.6,9,5,4,1481.5,392.996598639456
"3951707",1000,2.8,9,5,4,1503.1,396.796825396825
"3952708",1000,3,9,5,4,1563.9,411.914058956916
"3953709",1000,3.2,9,5,4,1555.8,411.893650793651
"3954710",1000,3.4,9,5,4,1602.2,423.809977324263
"3955711",1000,3.6,9,5,4,1615.6,424.232199546485
"3956712",1000,3.8,9,5,4,1625.3,428.037414965986
"3957713",1000,4,9,5,4,1681.6,439.751473922903
"3958714",1000,4.2,9,5,4,1712.9,448.309750566893
"3959715",1000,4.4,9,5,4,1722.2,450.346485260771
"3960716",1000,4.6,9,5,4,1742.8,455.493650793651
"3961717",1000,4.8,9,5,4,1724.6,450.248072562358
"3962718",1000,5,9,5,4,1721,451.046712018141
"3963719",1000,2,10,5,4,1565.9,369.085487528345
"3964720",1000,2.2,10,5,4,1591.6,379.167120181406
"3965721",1000,2.4,10,5,4,1644.7,391.765759637188
"3966722",1000,2.6,10,5,4,1700.7,400.562358276644
"3967723",1000,2.8,10,5,4,1725.4,406.399319727891
"3968724",1000,3,10,5,4,1764.2,412.918820861678
"3969725",1000,3.2,10,5,4,1773.5,414.683900226757
"3970726",1000,3.4,10,5,4,1842.5,429.346485260771
"3971727",1000,3.6,10,5,4,1833.5,430.395011337868
"3972728",1000,3.8,10,5,4,1854.6,434.922222222222
"3973729",1000,4,10,5,4,1850.4,435.634240362812
"3974730",1000,4.2,10,5,4,1908.2,443.089342403628
"3975731",1000,4.4,10,5,4,1867.7,438.595691609977
"3976732",1000,4.6,10,5,4,1958.1,454.495691609977
"3977733",1000,4.8,10,5,4,1932.9,451.87074829932
"3978734",1000,5,10,5,4,1979.9,455.20022675737
"3979735",1000,2,11,5,4,1742.6,371.476870748299
"3980736",1000,2.2,11,5,4,1805.9,383.897052154195
"3981737",1000,2.4,11,5,4,1862.3,395.919274376417
"3982738",1000,2.6,11,5,4,1859.5,396.381405895692
"3983739",1000,2.8,11,5,4,1919.4,405.677551020408
"3984740",1000,3,11,5,4,1967.8,418.252154195011
"3985741",1000,3.2,11,5,4,1985.5,421.192970521542
"3986742",1000,3.4,11,5,4,1982.5,417.799546485261
"3987743",1000,3.6,11,5,4,2054,436.216553287982
"3988744",1000,3.8,11,5,4,2053.9,434.669614512472
"3989745",1000,4,11,5,4,2065.6,437.695918367347
"3990746",1000,4.2,11,5,4,2117,445.575963718821
"3991747",1000,4.4,11,5,4,2128.8,449.432879818594
"3992748",1000,4.6,11,5,4,2148.7,450.244217687075
"3993749",1000,4.8,11,5,4,2226.2,463.524716553288
"3994750",1000,5,11,5,4,2186.2,459.098185941043
"3995751",1000,2,12,5,4,1970.1,380.411337868481
"3996752",1000,2.2,12,5,4,1985.8,385.970068027211
"3997753",1000,2.4,12,5,4,2008.5,389.371428571429
"3998754",1000,2.6,12,5,4,2074.4,401.117233560091
"3999755",1000,2.8,12,5,4,2129.3,410.55873015873
"4000756",1000,3,12,5,4,2197.1,423.50566893424
"4001757",1000,3.2,12,5,4,2151.1,415.385034013605
"4002758",1000,3.4,12,5,4,2213.9,426.588888888889
"4003759",1000,3.6,12,5,4,2239.1,430.956916099773
"4004760",1000,3.8,12,5,4,2224.7,431.442630385488
"4005761",1000,4,12,5,4,2298.1,439.953514739229
"4006762",1000,4.2,12,5,4,2279.7,436.509750566893
"4007763",1000,4.4,12,5,4,2332.3,448.898866213152
"4008764",1000,4.6,12,5,4,2342.2,449.184580498866
"4009765",1000,4.8,12,5,4,2363.8,453.730839002268
"4010766",1000,5,12,5,4,2376.5,454.73537414966
"4011767",1000,2,13,5,4,2140.1,383.378458049887
"4012768",1000,2.2,13,5,4,2193.7,386.951473922902
"4013769",1000,2.4,13,5,4,2203.5,392.20589569161
"4014770",1000,2.6,13,5,4,2276.7,402.807256235828
"4015771",1000,2.8,13,5,4,2264.4,403.783900226757
"4016772",1000,3,13,5,4,2340.4,414.939909297052
"4017773",1000,3.2,13,5,4,2354.9,415.96462585034
"4018774",1000,3.4,13,5,4,2346.6,417.407936507936
"4019775",1000,3.6,13,5,4,2393.7,423.804535147392
"4020776",1000,3.8,13,5,4,2434.1,428.320408163265
"4021777",1000,4,13,5,4,2496.4,441.486394557823
"4022778",1000,4.2,13,5,4,2502.3,442.233333333333
"4023779",1000,4.4,13,5,4,2559.6,453.020181405896
"4024780",1000,4.6,13,5,4,2572.1,452.527210884354
"4025781",1000,4.8,13,5,4,2607.7,457.763265306122
"4026782",1000,5,13,5,4,2566.8,453.631519274376
"4027783",1000,2,14,5,4,2316.9,380.145804988662
"4028784",1000,2.2,14,5,4,2335.9,385.256916099773
"4029785",1000,2.4,14,5,4,2391.6,394.267800453515
"4030786",1000,2.6,14,5,4,2462.3,404.030385487528
"4031787",1000,2.8,14,5,4,2505.6,412.285260770975
"4032788",1000,3,14,5,4,2555,418.042857142857
"4033789",1000,3.2,14,5,4,2578.7,421.845124716553
"4034790",1000,3.4,14,5,4,2610.3,422.8179138322
"4035791",1000,3.6,14,5,4,2634.6,430.941723356009
"4036792",1000,3.8,14,5,4,2694.7,442.009750566893
"4037793",1000,4,14,5,4,2712.3,440.689569160998
"4038794",1000,4.2,14,5,4,2740.6,446.996825396825
"4039795",1000,4.4,14,5,4,2775.3,451.177097505669
"4040796",1000,4.6,14,5,4,2769.9,450.015419501134
"4041797",1000,4.8,14,5,4,2804.1,454.843537414966
"4042798",1000,5,14,5,4,2826.1,458.751927437642
"4043799",1000,2,15,5,4,2487.8,383.266213151927
"4044800",1000,2.2,15,5,4,2506.9,384.660317460317
"4045801",1000,2.4,15,5,4,2597.5,396.467346938776
"4046802",1000,2.6,15,5,4,2634.5,402.4
"4047803",1000,2.8,15,5,4,2713.5,412.573696145125
"4048804",1000,3,15,5,4,2730,417.097959183673
"4049805",1000,3.2,15,5,4,2785,422.403174603175
"4050806",1000,3.4,15,5,4,2759.6,419.863038548753
"4051807",1000,3.6,15,5,4,2836.1,429.222448979592
"4052808",1000,3.8,15,5,4,2867.8,436.408163265306
"4053809",1000,4,15,5,4,2896.7,438.310884353741
"4054810",1000,4.2,15,5,4,2951.8,448.554648526077
"4055811",1000,4.4,15,5,4,2959.8,448.608616780045
"4056812",1000,4.6,15,5,4,2972.2,449.425623582766
"4057813",1000,4.8,15,5,4,2991.4,454.260317460317
"4058814",1000,5,15,5,4,3041.4,459.504988662131
"4059899",1000,4,3,1,5,124,343.793650793651
"4060914",1000,4.8,3,1,5,247,499.643990929705
"4061915",1000,5,3,1,5,344,587.943764172336
"4062922",1000,2.6,4,1,5,328,411.546485260771
"4063923",1000,2.8,4,1,5,253,375.489795918367
"4064924",1000,3,4,1,5,462.5,510.159863945578
"4065925",1000,3.2,4,1,5,148,262.75283446712
"4066926",1000,3.4,4,1,5,524.75,563.500566893424
"4067927",1000,3.6,4,1,5,576,620.093253968254
"4068928",1000,3.8,4,1,5,596,632.495464852608
"4069929",1000,4,4,1,5,618.3,655.62358276644
"4070930",1000,4.2,4,1,5,608.8,664.334920634921
"4071931",1000,4.4,4,1,5,614.7,675.246712018141
"4072932",1000,4.6,4,1,5,619,670.190476190476
"4073933",1000,4.8,4,1,5,622.4,681.675963718821
"4074934",1000,5,4,1,5,619,689.283673469388
"4075937",1000,2.2,5,1,5,286,293.240362811791
"4076938",1000,2.4,5,1,5,676.333333333333,566.825396825397
"4077939",1000,2.6,5,1,5,728.571428571429,607.738905085844
"4078940",1000,2.8,5,1,5,698.777777777778,590.507432602671
"4079941",1000,3,5,1,5,760.2,619.133560090703
"4080942",1000,3.2,5,1,5,819.4,643.589569160998
"4081943",1000,3.4,5,1,5,800,643.08231292517
"4082944",1000,3.6,5,1,5,844.4,656.407256235828
"4083945",1000,3.8,5,1,5,862.1,669.66485260771
"4084946",1000,4,5,1,5,872.2,679.906575963719
"4085947",1000,4.2,5,1,5,869.6,671.520634920635
"4086948",1000,4.4,5,1,5,885.3,693.974149659864
"4087949",1000,4.6,5,1,5,876,679.596598639456
"4088950",1000,4.8,5,1,5,891,682.767573696145
"4089951",1000,5,5,1,5,903.9,700.336734693878
"4090952",1000,2,6,1,5,724,494.571428571429
"4091953",1000,2.2,6,1,5,892.5,572.915249433107
"4092954",1000,2.4,6,1,5,884.2,589.653968253968
"4093955",1000,2.6,6,1,5,900.3,591.491156462585
"4094956",1000,2.8,6,1,5,933.8,612.826530612245
"4095957",1000,3,6,1,5,963.6,627.580045351474
"4096958",1000,3.2,6,1,5,970.2,641.036054421769
"4097959",1000,3.4,6,1,5,966.4,634.743990929705
"4098960",1000,3.6,6,1,5,988.9,657.410204081633
"4099961",1000,3.8,6,1,5,991,658.030612244898
"4100962",1000,4,6,1,5,1025.7,668.814285714286
"4101963",1000,4.2,6,1,5,1022.5,670.799319727891
"4102964",1000,4.4,6,1,5,1032.2,676.158049886621
"4103965",1000,4.6,6,1,5,1072.7,693.821088435374
"4104966",1000,4.8,6,1,5,1058.7,689.628344671202
"4105967",1000,5,6,1,5,1089.2,700.312925170068
"4106968",1000,2,7,1,5,1003,565.522448979592
"4107969",1000,2.2,7,1,5,1079.6,592.424943310658
"4108970",1000,2.4,7,1,5,1097.5,603.428571428571
"4109971",1000,2.6,7,1,5,1147.7,626.234920634921
"4110972",1000,2.8,7,1,5,1173.5,637.345124716553
"4111973",1000,3,7,1,5,1219.8,657.685487528345
"4112974",1000,3.2,7,1,5,1201.5,655.197959183673
"4113975",1000,3.4,7,1,5,1204.1,655.629024943311
"4114976",1000,3.6,7,1,5,1238.5,671.670294784581
"4115977",1000,3.8,7,1,5,1252.9,680.210204081633
"4116978",1000,4,7,1,5,1250.7,680.591836734694
"4117979",1000,4.2,7,1,5,1272.4,686.835827664399
"4118980",1000,4.4,7,1,5,1271.7,698.452154195011
"4119981",1000,4.6,7,1,5,1280,698.90022675737
"4120982",1000,4.8,7,1,5,1323.8,712.890249433107
"4121983",1000,5,7,1,5,1314.9,713.167346938775
"4122984",1000,2,8,1,5,1239.3,587.05873015873
"4123985",1000,2.2,8,1,5,1258.2,596.635600907029
"4124986",1000,2.4,8,1,5,1291.2,609.697732426304
"4125987",1000,2.6,8,1,5,1330.2,628.633333333333
"4126988",1000,2.8,8,1,5,1313.9,622.739682539683
"4127989",1000,3,8,1,5,1350.6,638.295238095238
"4128990",1000,3.2,8,1,5,1344.7,639.752154195011
"4129991",1000,3.4,8,1,5,1368.7,646.15306122449
"4130992",1000,3.6,8,1,5,1418.3,661.481179138322
"4131993",1000,3.8,8,1,5,1457.2,676.715646258503
"4132994",1000,4,8,1,5,1468.6,682.860544217687
"4133995",1000,4.2,8,1,5,1472.2,684.804081632653
"4134996",1000,4.4,8,1,5,1500.6,698.932653061225
"4135997",1000,4.6,8,1,5,1511,701.141496598639
"4136998",1000,4.8,8,1,5,1516.6,708.936507936508
"4137999",1000,5,8,1,5,1543.9,717.934013605442
"4139000",1000,2,9,1,5,1363.9,574.6179138322
"4140001",1000,2.2,9,1,5,1427.1,595.365306122449
"4141002",1000,2.4,9,1,5,1453.4,606.253514739229
"4142003",1000,2.6,9,1,5,1476.5,609.280045351474
"4143004",1000,2.8,9,1,5,1491.3,626.669841269841
"4144005",1000,3,9,1,5,1558.9,645.986394557823
"4145006",1000,3.2,9,1,5,1575.2,652.080272108843
"4146007",1000,3.4,9,1,5,1614.4,663.896598639456
"4147008",1000,3.6,9,1,5,1633,669.014285714286
"4148009",1000,3.8,9,1,5,1648.4,675.537188208617
"4149010",1000,4,9,1,5,1647.3,680.165986394558
"4150011",1000,4.2,9,1,5,1687.9,690.301133786848
"4151012",1000,4.4,9,1,5,1698.4,696.289795918367
"4152013",1000,4.6,9,1,5,1713.2,701.536281179138
"4153014",1000,4.8,9,1,5,1760,717.499546485261
"4154015",1000,5,9,1,5,1767.4,719.114512471655
"4155016",1000,2,10,1,5,1567.3,580.685260770975
"4156017",1000,2.2,10,1,5,1622.3,600.525396825397
"4157018",1000,2.4,10,1,5,1662.1,619.919274376417
"4158019",1000,2.6,10,1,5,1707,626.510884353742
"4159020",1000,2.8,10,1,5,1718.9,635.335827664399
"4160021",1000,3,10,1,5,1767.3,648.731972789116
"4161022",1000,3.2,10,1,5,1793.3,658.909070294785
"4162023",1000,3.4,10,1,5,1821.7,667.221541950113
"4163024",1000,3.6,10,1,5,1817.9,667.245124716553
"4164025",1000,3.8,10,1,5,1847.1,680.615419501134
"4165026",1000,4,10,1,5,1889.2,692.130385487528
"4166027",1000,4.2,10,1,5,1878.2,687.193650793651
"4167028",1000,4.4,10,1,5,1899.3,696.995464852608
"4168029",1000,4.6,10,1,5,1932.2,706.849886621315
"4169030",1000,4.8,10,1,5,1954.2,710.237641723356
"4170031",1000,5,10,1,5,1936.4,706.437414965986
"4171032",1000,2,11,1,5,1763.5,593.865986394558
"4172033",1000,2.2,11,1,5,1804.8,606.499319727891
"4173034",1000,2.4,11,1,5,1829.7,612.724716553288
"4174035",1000,2.6,11,1,5,1870.5,621.409750566893
"4175036",1000,2.8,11,1,5,1948.5,647.837641723356
"4176037",1000,3,11,1,5,1969.5,649.679138321995
"4177038",1000,3.2,11,1,5,1952,647.885941043084
"4178039",1000,3.4,11,1,5,1993.7,661.540589569161
"4179040",1000,3.6,11,1,5,2047.7,676.368253968254
"4180041",1000,3.8,11,1,5,2097.2,689.402721088435
"4181042",1000,4,11,1,5,2065.2,681.443764172336
"4182043",1000,4.2,11,1,5,2095.1,694.181405895692
"4183044",1000,4.4,11,1,5,2144.7,704.834013605442
"4184045",1000,4.6,11,1,5,2145.3,702.474149659864
"4185046",1000,4.8,11,1,5,2191,718.995691609977
"4186047",1000,5,11,1,5,2185.3,719.302494331066
"4187048",1000,2,12,1,5,1922.1,587.764172335601
"4188049",1000,2.2,12,1,5,1967.7,601.892970521542
"4189050",1000,2.4,12,1,5,2044.1,617.599092970521
"4190051",1000,2.6,12,1,5,2082.7,630.277551020408
"4191052",1000,2.8,12,1,5,2116,646.233560090703
"4192053",1000,3,12,1,5,2115.1,638.394784580499
"4193054",1000,3.2,12,1,5,2178.1,660.2589569161
"4194055",1000,3.4,12,1,5,2240,674.194784580499
"4195056",1000,3.6,12,1,5,2233.2,672.562358276644
"4196057",1000,3.8,12,1,5,2290.5,687.153968253968
"4197058",1000,4,12,1,5,2315.4,697.02947845805
"4198059",1000,4.2,12,1,5,2320.9,695.3
"4199060",1000,4.4,12,1,5,2344.3,704.34716553288
"4200061",1000,4.6,12,1,5,2343.9,703.890022675737
"4201062",1000,4.8,12,1,5,2333.8,701.790476190476
"4202063",1000,5,12,1,5,2406.4,723.580725623583
"4203064",1000,2,13,1,5,2163.7,595.836507936508
"4204065",1000,2.2,13,1,5,2209.5,609.895918367347
"4205066",1000,2.4,13,1,5,2196.9,614.946712018141
"4206067",1000,2.6,13,1,5,2243.3,622.392970521542
"4207068",1000,2.8,13,1,5,2303.9,637.515873015873
"4208069",1000,3,13,1,5,2353,648.70612244898
"4209070",1000,3.2,13,1,5,2379.8,658.062811791383
"4210071",1000,3.4,13,1,5,2385,658.983219954649
"4211072",1000,3.6,13,1,5,2444.4,675.975283446712
"4212073",1000,3.8,13,1,5,2467,678.471201814059
"4213074",1000,4,13,1,5,2527.8,692.316780045351
"4214075",1000,4.2,13,1,5,2545.3,700.468707482993
"4215076",1000,4.4,13,1,5,2499.3,694.758049886621
"4216077",1000,4.6,13,1,5,2582,710.192063492063
"4217078",1000,4.8,13,1,5,2609.2,715.887301587302
"4218079",1000,5,13,1,5,2598.6,715.728798185941
"4219080",1000,2,14,1,5,2297.4,588.595011337869
"4220081",1000,2.2,14,1,5,2379,612.027210884354
"4221082",1000,2.4,14,1,5,2397.5,618.031065759637
"4222083",1000,2.6,14,1,5,2449.4,629.12335600907
"4223084",1000,2.8,14,1,5,2502.4,639.463492063492
"4224085",1000,3,14,1,5,2510.9,644.992970521542
"4225086",1000,3.2,14,1,5,2596.4,665.708163265306
"4226087",1000,3.4,14,1,5,2590.7,668.222675736961
"4227088",1000,3.6,14,1,5,2638.5,677.859863945578
"4228089",1000,3.8,14,1,5,2679.3,684.419727891157
"4229090",1000,4,14,1,5,2743,701.259637188209
"4230091",1000,4.2,14,1,5,2745.5,702.213378684807
"4231092",1000,4.4,14,1,5,2741.3,702.516326530612
"4232093",1000,4.6,14,1,5,2798.7,710.525170068027
"4233094",1000,4.8,14,1,5,2825.4,718.61746031746
"4234095",1000,5,14,1,5,2784,710.196371882086
"4235096",1000,2,15,1,5,2494.9,594.661904761905
"4236097",1000,2.2,15,1,5,2568.1,615.848752834467
"4237098",1000,2.4,15,1,5,2669,634.726303854875
"4238099",1000,2.6,15,1,5,2648.9,634.912925170068
"4239100",1000,2.8,15,1,5,2759.5,653.728571428571
"4240101",1000,3,15,1,5,2745.8,654.957823129252
"4241102",1000,3.2,15,1,5,2812.6,671.065759637188
"4242103",1000,3.4,15,1,5,2858.9,678.01201814059
"4243104",1000,3.6,15,1,5,2865.3,677.11179138322
"4244105",1000,3.8,15,1,5,2892.8,683.880272108844
"4245106",1000,4,15,1,5,2884.5,684.883219954649
"4246107",1000,4.2,15,1,5,2969.4,700.78231292517
"4247108",1000,4.4,15,1,5,2922,693.05283446712
"4248109",1000,4.6,15,1,5,3014.6,715.792970521542
"4249110",1000,4.8,15,1,5,3008.6,713.71768707483
"4250111",1000,5,15,1,5,3012.2,714.78843537415
"4251196",1000,4,3,2,5,496,705.362811791383
"4252197",1000,4.2,3,2,5,285,492.209750566893
"4253198",1000,4.4,3,2,5,155.5,345.249433106576
"4254199",1000,4.6,3,2,5,298.75,561.62925170068
"4255200",1000,4.8,3,2,5,275.428571428571,503.934564301911
"4256201",1000,5,3,2,5,421.166666666667,641.719198790627
"4257216",1000,3,4,2,5,540,555.81179138322
"4258217",1000,3.2,4,2,5,595.666666666667,594.746031746032
"4259218",1000,3.4,4,2,5,588.142857142857,615.196631033366
"4260219",1000,3.6,4,2,5,608,637.091609977324
"4261220",1000,3.8,4,2,5,589.7,619.324489795918
"4262221",1000,4,4,2,5,609.3,654.826530612245
"4263222",1000,4.2,4,2,5,611.6,661.281632653061
"4264223",1000,4.4,4,2,5,616.6,658.943310657596
"4265224",1000,4.6,4,2,5,630.1,691.193650793651
"4266225",1000,4.8,4,2,5,613.2,670.997959183674
"4267226",1000,5,4,2,5,632.1,687.980045351474
"4268229",1000,2.2,5,2,5,670,563.97052154195
"4269230",1000,2.4,5,2,5,332,336.315192743764
"4270231",1000,2.6,5,2,5,650.3,556.826757369614
"4271232",1000,2.8,5,2,5,714.4,594.860770975057
"4272233",1000,3,5,2,5,734.5,606.999546485261
"4273234",1000,3.2,5,2,5,813.444444444444,639.740236835475
"4274235",1000,3.4,5,2,5,829.6,644.704081632653
"4275236",1000,3.6,5,2,5,856.9,665.18820861678
"4276237",1000,3.8,5,2,5,861.4,667.307029478458
"4277238",1000,4,5,2,5,880.4,672.269160997732
"4278239",1000,4.2,5,2,5,883.4,682.19387755102
"4279240",1000,4.4,5,2,5,863.9,669.905215419501
"4280241",1000,4.6,5,2,5,891.8,689.419727891157
"4281242",1000,4.8,5,2,5,899.6,693.756689342404
"4282243",1000,5,5,2,5,910.4,692.431065759637
"4283244",1000,2,6,2,5,746.2,507.231746031746
"4284245",1000,2.2,6,2,5,883.75,579.861111111111
"4285246",1000,2.4,6,2,5,880.9,581.931292517007
"4286247",1000,2.6,6,2,5,908.8,604.063945578231
"4287248",1000,2.8,6,2,5,949.1,616.643990929705
"4288249",1000,3,6,2,5,940.8,622.554648526077
"4289250",1000,3.2,6,2,5,949.2,628.295011337868
"4290251",1000,3.4,6,2,5,967.1,644.854875283447
"4291252",1000,3.6,6,2,5,957.4,640.9589569161
"4292253",1000,3.8,6,2,5,985.4,656.413605442177
"4293254",1000,4,6,2,5,1063.5,689.054875283447
"4294255",1000,4.2,6,2,5,987,664.009977324263
"4295256",1000,4.4,6,2,5,1066.2,695.97029478458
"4296257",1000,4.6,6,2,5,1073.8,689.133786848073
"4297258",1000,4.8,6,2,5,1097.2,702.400907029479
"4298259",1000,5,6,2,5,1086.6,696.619954648526
"4299260",1000,2,7,2,5,1059.88888888889,584.923910304863
"4300261",1000,2.2,7,2,5,1046.6,583.848979591837
"4301262",1000,2.4,7,2,5,1099.9,602.443990929705
"4302263",1000,2.6,7,2,5,1149.5,620.93537414966
"4303264",1000,2.8,7,2,5,1165.9,633.327664399093
"4304265",1000,3,7,2,5,1187.6,641.85873015873
"4305266",1000,3.2,7,2,5,1187.1,641.056689342404
"4306267",1000,3.4,7,2,5,1213.9,662.740136054422
"4307268",1000,3.6,7,2,5,1227.4,674.388662131519
"4308269",1000,3.8,7,2,5,1243.8,675.029931972789
"4309270",1000,4,7,2,5,1233.8,676.360090702948
"4310271",1000,4.2,7,2,5,1253.1,679.964399092971
"4311272",1000,4.4,7,2,5,1270.9,696.089795918367
"4312273",1000,4.6,7,2,5,1283.7,703.561678004535
"4313274",1000,4.8,7,2,5,1299,713.180272108843
"4314275",1000,5,7,2,5,1286.2,704.134013605442
"4315276",1000,2,8,2,5,1225.6,579.456916099773
"4316277",1000,2.2,8,2,5,1223.7,585.62380952381
"4317278",1000,2.4,8,2,5,1285.5,609.966666666667
"4318279",1000,2.6,8,2,5,1297.7,621.580498866213
"4319280",1000,2.8,8,2,5,1359.2,641.768707482993
"4320281",1000,3,8,2,5,1371.6,639.873469387755
"4321282",1000,3.2,8,2,5,1356.5,645.209070294785
"4322283",1000,3.4,8,2,5,1393.9,653.545804988662
"4323284",1000,3.6,8,2,5,1409,664.103854875283
"4324285",1000,3.8,8,2,5,1401.5,661.640589569161
"4325286",1000,4,8,2,5,1470.1,685.540816326531
"4326287",1000,4.2,8,2,5,1497,694.80566893424
"4327288",1000,4.4,8,2,5,1485.9,696.287755102041
"4328289",1000,4.6,8,2,5,1479.8,692.695238095238
"4329290",1000,4.8,8,2,5,1511.6,702.966213151927
"4330291",1000,5,8,2,5,1531.9,714.901814058957
"4331292",1000,2,9,2,5,1418.5,593.075056689342
"4332293",1000,2.2,9,2,5,1462.3,601.134467120181
"4333294",1000,2.4,9,2,5,1452.6,609.525396825397
"4334295",1000,2.6,9,2,5,1519.9,625.508163265306
"4335296",1000,2.8,9,2,5,1545.6,639.293197278912
"4336297",1000,3,9,2,5,1568.6,649.307709750567
"4337298",1000,3.2,9,2,5,1577.9,654.372108843537
"4338299",1000,3.4,9,2,5,1637.9,673.054195011338
"4339300",1000,3.6,9,2,5,1628.5,670.376870748299
"4340301",1000,3.8,9,2,5,1643.8,679.661678004535
"4341302",1000,4,9,2,5,1670.2,682.980045351474
"4342303",1000,4.2,9,2,5,1703.6,698.489795918367
"4343304",1000,4.4,9,2,5,1739,710.550340136054
"4344305",1000,4.6,9,2,5,1725.9,702.620634920635
"4345306",1000,4.8,9,2,5,1766.6,716.82358276644
"4346307",1000,5,9,2,5,1728.7,707.138548752834
"4347308",1000,2,10,2,5,1599.1,592.419047619048
"4348309",1000,2.2,10,2,5,1609.3,599.667346938775
"4349310",1000,2.4,10,2,5,1634.3,606.110884353742
"4350311",1000,2.6,10,2,5,1726,632.286848072562
"4351312",1000,2.8,10,2,5,1729.2,639.513378684807
"4352313",1000,3,10,2,5,1760.1,648.815646258503
"4353314",1000,3.2,10,2,5,1768.2,649.925623582766
"4354315",1000,3.4,10,2,5,1815.8,663.300907029478
"4355316",1000,3.6,10,2,5,1821.8,675.789569160998
"4356317",1000,3.8,10,2,5,1836.9,674.704081632653
"4357318",1000,4,10,2,5,1872.4,684.306802721088
"4358319",1000,4.2,10,2,5,1859.4,685.57052154195
"4359320",1000,4.4,10,2,5,1887.4,691.095918367347
"4360321",1000,4.6,10,2,5,1924.5,705.065079365079
"4361322",1000,4.8,10,2,5,1936,706.538775510204
"4362323",1000,5,10,2,5,1965.7,713.489115646258
"4363324",1000,2,11,2,5,1735.3,587.028344671202
"4364325",1000,2.2,11,2,5,1819.4,607.015646258503
"4365326",1000,2.4,11,2,5,1861.3,619.256235827664
"4366327",1000,2.6,11,2,5,1913.6,635.119954648526
"4367328",1000,2.8,11,2,5,1900.5,634.402947845805
"4368329",1000,3,11,2,5,1981.4,652.275510204082
"4369330",1000,3.2,11,2,5,1979.5,655.88231292517
"4370331",1000,3.4,11,2,5,1993.7,658.453968253968
"4371332",1000,3.6,11,2,5,2031.6,671.950340136054
"4372333",1000,3.8,11,2,5,2061.3,681.824716553288
"4373334",1000,4,11,2,5,2089.9,694.086394557823
"4374335",1000,4.2,11,2,5,2114.2,703.025623582766
"4375336",1000,4.4,11,2,5,2148.6,707.986621315193
"4376337",1000,4.6,11,2,5,2154.7,707.929024943311
"4377338",1000,4.8,11,2,5,2154.9,707.618594104308
"4378339",1000,5,11,2,5,2169.2,713.691156462585
"4379340",1000,2,12,2,5,1920.5,587.409523809524
"4380341",1000,2.2,12,2,5,1978.4,602.48843537415
"4381342",1000,2.4,12,2,5,1992.1,606.538548752834
"4382343",1000,2.6,12,2,5,2072.8,632.166213151927
"4383344",1000,2.8,12,2,5,2122.4,639.359863945578
"4384345",1000,3,12,2,5,2104.6,639.57074829932
"4385346",1000,3.2,12,2,5,2207.7,668.321088435374
"4386347",1000,3.4,12,2,5,2204,662.097959183673
"4387348",1000,3.6,12,2,5,2214.6,671.399092970522
"4388349",1000,3.8,12,2,5,2276.4,684.252380952381
"4389350",1000,4,12,2,5,2342.2,697.986167800453
"4390351",1000,4.2,12,2,5,2314.3,696.059863945578
"4391352",1000,4.4,12,2,5,2329.8,698.902267573696
"4392353",1000,4.6,12,2,5,2359.7,708.232879818594
"4393354",1000,4.8,12,2,5,2351.6,705.535600907029
"4394355",1000,5,12,2,5,2398.3,716.160544217687
"4395356",1000,2,13,2,5,2143.7,598.28820861678
"4396357",1000,2.2,13,2,5,2155.8,602.033333333333
"4397358",1000,2.4,13,2,5,2221,622.21179138322
"4398359",1000,2.6,13,2,5,2286.7,631.171201814059
"4399360",1000,2.8,13,2,5,2334.3,648.445351473923
"4400361",1000,3,13,2,5,2388.5,661.732426303855
"4401362",1000,3.2,13,2,5,2364.1,656.42947845805
"4402363",1000,3.4,13,2,5,2402.1,670.981859410431
"4403364",1000,3.6,13,2,5,2423.2,671.55873015873
"4404365",1000,3.8,13,2,5,2454,681.295918367347
"4405366",1000,4,13,2,5,2489.2,687.620181405896
"4406367",1000,4.2,13,2,5,2502.2,689.071428571429
"4407368",1000,4.4,13,2,5,2580.6,708.238548752835
"4408369",1000,4.6,13,2,5,2576,709.256916099773
"4409370",1000,4.8,13,2,5,2596.7,711.960317460317
"4410371",1000,5,13,2,5,2601.9,714.212471655329
"4411372",1000,2,14,2,5,2329.6,597.643537414966
"4412373",1000,2.2,14,2,5,2326.1,602.440362811791
"4413374",1000,2.4,14,2,5,2410.4,621.959637188209
"4414375",1000,2.6,14,2,5,2395.6,620.992290249433
"4415376",1000,2.8,14,2,5,2483.2,637.899319727891
"4416377",1000,3,14,2,5,2574,661.612244897959
"4417378",1000,3.2,14,2,5,2591,662.059863945578
"4418379",1000,3.4,14,2,5,2586.6,663.941950113379
"4419380",1000,3.6,14,2,5,2627.5,673.020181405896
"4420381",1000,3.8,14,2,5,2658.2,678.626303854875
"4421382",1000,4,14,2,5,2678.4,687.596825396825
"4422383",1000,4.2,14,2,5,2715.1,696.847392290249
"4423384",1000,4.4,14,2,5,2780,703.532653061224
"4424385",1000,4.6,14,2,5,2751.8,702.82925170068
"4425386",1000,4.8,14,2,5,2864.3,725.665759637188
"4426387",1000,5,14,2,5,2816,718.385714285714
"4427388",1000,2,15,2,5,2504.7,600.652154195011
"4428389",1000,2.2,15,2,5,2524.8,604.162358276644
